index,ref_text,pred_text,cer,wer,audio
414,Income inequality係香港持續需面對嘅社會問題，政府需要透過更公平嘅taxation policy來實現wealth redistribution。,Income inequality係香港持續面需面對嘅社會問題。政府需要透過更公平嘅 taxation policy，嚟實現 racial redistribution。,0.1358,1.0,./audio/1974.wav
415,個friend介紹我去Gucci買新款handbag，佢說我著住會好靚，好心動咁！,我friend介紹我去古泉買新款輕背包，話我著住會好靚，好心動感。,0.4146,1.0,./audio/1339.wav
416,LV喺Elements新嘅limited edition背包好型，我打算買一個送俾我女朋友！,LV嘅element新嘅limit edition，背包好型，我打算買一個送俾我女朋友。,0.1522,1.0,./audio/1797.wav
417,喺France嚟個wine tour，品嘗呢班exquisite嘅wines，真係高貴嘅gourmet experience！,喺Freshley嘅Windschow，品嚐呢班express式曬嘅Winds，真係高貴嘅brewmaster experience。,0.4921,1.0,./audio/1574.wav
418,Maintain positive attitude，上班时，保持positive嘅態度，unique solution就会显而易见。,明聽positive attitude上班時保持positive嘅態度，unique solution就會顯而易見。,0.2239,1.0,./audio/1181.wav
419,"喺China嘅Beijing, 行遍嘅Great Wall, 明白呢個嘅symbol of resilience and strength！",喺中國嘅北京，行遍嘅 Great World，明白呢個係《Spa of the Resilient and Strange》。,0.5286,0.875,./audio/1393.wav
420,A positive attitude对于handle stress喺工作中很重要。,A positive attitude對於handle strict係工作中很重要。,0.1429,0.5,./audio/1815.wav
421,私家車買物真係方便好多，唔使擔心買嘅嘢會太重或者太容易磨損。,司機車買物真係方便好多，唔使擔心買嘅嘢太重或者太容易磨損。,0.1,1.0,./audio/711.wav
422,Sephora嘅新makeup palette出咗，我哋星期六去尋找完美嘅色彩搭配！,Sean Paul Wright嘅新makeup progress出咗，我哋星期六去尋找完美嘅色彩搭配。,0.5,2.0,./audio/1793.wav
423,香港的outlet shopping真係唔錯，可以買到好多discount的名牌，真係勁貨！,香港的 outlet shopping 真係唔錯，可以買到好多 discount 的名牌，真係勁火。,0.1304,3.0,./audio/892.wav
424,我最近開始學練瑜伽，因為我聽人講可以幫助提升我的mindfulness and concentration.,我最近開始學瑜伽，因為我聽人講可以幫助提升我的 mindfulness 及 concentration。,0.1111,1.3333,./audio/859.wav
425,我個人好like去金鐘嘅food court，因為嗰度嘅選擇好wide，應有盡有。,我個人好like去金鐘嘅food court，因為嗰度嘅選擇好wide，應有盡有。,0.0,0.0,./audio/10.wav
426,Education reform要改革，但係要顧及學生嘅mental health，並給予足夠support服務嚟保護學生。,Education reform 要改革，但係要顧及學生嘅 mental health，並給予足夠 support 服務嚟保護學生。,0.0645,2.0,./audio/1694.wav
427,香港住宅短缺問題引起咗住宅租金soar，政府應該take immediate action去提供affordable homes。,香港住宅短缺問題引起咗住宅租金縮，政府應該take immediate action去提供unfordable homes。,0.0923,0.5,./audio/1427.wav
428,食完嗰個lemon tart，我唯一妄得係refreshing，真係完美sum up我嘅dessert experience!,就完嗰個lemon tart，我唯一望得係reflection，真係完美收 up 我嘅dessert experience。,0.1905,1.25,./audio/282.wav
429,透過學習我哋可以get ready face將來嘅challenges同嘅opportunities。,透過學習，我哋可以get ready face未來嘅challenge同get opportunities。,0.1373,1.0,./audio/810.wav
430,今日去了Farmers market買左好多新鮮嘅生果同蔬菜，真係好實惠，好開心咁！,今天去了Famous Market，買咗好多新鮮嘅生果同蔬菜，真係好實惠，好開心咁～,0.1905,1.0,./audio/1341.wav
431,我諗緊喺Canada欣賞fall foliage，紅葉好靚，等我攝个足夠嘅Instagram photos呀！,我夏天有計劃去Greys喺Beach上，太陽浴，享受下嘅Blue Water Walls，White Sandya。,1.0,1.3333,./audio/291.wav
432,Japan嘅Tokyo，我行晒Akihabara，買咗好多tech gadgets，really enjoyed myself!,只ペン嘅Tokyo，我行曬阿基哈巴拉，買咗好多T恤，get get，really enjoy myself。,0.4219,1.0,./audio/754.wav
433,時刻提醒自己，learn唔係比賽，而係自我增值嘅過程。,時刻提緊自己，咧唔係比賽，而係自我增值嘅過程。,0.2222,1.0,./audio/626.wav
434,"喺Japan嘅Kyoto，參觀咗一個寧靜嘅Bamboo Forest, 真正感受Japanese culture嘅魅力！",喺隻《Fangy Kyoto》，參觀住一個真正嘅不枯forest，真正感受Japanese culture嘅魅力。,0.35,1.0,./audio/943.wav
435,去Booth嘅時候，我最愛玩嘅game就係shoot the hoops，好Challenging，feel like a pro basketball player！,去book嘅時候，我最愛玩嘅game就係Shoot the hoops好challenge，Shoot like a pro basketball player。,0.1786,0.375,./audio/861.wav
436,我每個星期都會去gym做workout，健康身體真係well invested。”,我每個星期都會去 gym 做 workout，健康身體真係 well invested。,0.122,3.0,./audio/129.wav
437,慧眼識Pearl，懂得appreciate自己學走過嘅路，係學習中最主要嘅一部分。,有些朋友懂得， appreciate 自己學走過嘅路係學習中最主要嘅一部分。,0.2927,3.0,./audio/1175.wav
438,食物浪費係一個嚴重問題，我哋政府需要建立一個comprehensive food recycling program去處理冇用嘅食物。,食物浪費係一個嚴重問題。我哋政府需要建立一個強力嘅recycle會 recycling programme去處理冇用嘅食物。,0.2687,0.75,./audio/323.wav
439,"愈學習愈發現自己唔知嘅野愈多，但就係咁，我哋才會keep exploring同keep growing。""",然後就越發現自己唔知嘅嘢越來越多，但係咁，我哋就會keep exploring同keep growing。,0.2075,0.6667,./audio/1090.wav
440,"我個friend推薦我試一試Korean kimchi, 味道rich而且spicy，真係非常好味！",我個 friend 推荐我試一試 Korean Kim 植尾道，which is a spicy，真係非常好味。,0.4,3.0,./audio/843.wav
441,Fitness training唔係單單係為咗減肥或者keep fit，更重要嘅係為咗maintain身體嘅health condition。,fitness training唔係單單係為咗減肥，或者keep fit，更重要嘅係為咗明傾身體嘅health condition。,0.1408,0.75,./audio/963.wav
442,參加triathlon比賽除左需要多方面嘅physical strength，仲要有strong willpower去克服嚟自體能上嘅挑戰。,參加Try Up落比賽，除咗需要多方面嘅physical strength，仲要有strong will power去克服你自體能上嘅挑戰。,0.1714,1.3333,./audio/1864.wav
443,"我同我朋友好愛打‘League of Legends’, 都會team up一齊battle，一齊win！",我同我朋友好愛打呢個legends，就會team up一齊街頭一齊we,0.4906,1.0,./audio/865.wav
444,要維持positive attitude就算面對工作壓力都要stay calm。,認為是positive attitude，就算面對工作壓力，都要stay calm。,0.125,0.6667,./audio/921.wav
445,聯合國對香港嘅human rights situation 表示關注，希望政府尊重民眾嘅基本權利。,聯合國對香港嘅 human rights situation 表示關注，希望政府尊重民眾嘅基本權利。,0.0204,0.5,./audio/695.wav
446,我家裏有份Theater subscription，所以我每個月都會去睇Play，真是一直享受在art的世界裡溜達。,我家裏有份Vita subscription，所以我每個月都會去睇Play，真係一直享受在ars的世界裏溜達。,0.1552,1.0,./audio/215.wav
447,Internet censorship嚟俾阻止網上嘅false information，但係呢件事需保護市民嘅freedom of speech，否則可能引起社會困擾。,Internet censorship，嚟俾阻止網上嘅 false information，但係呢件事需保護市民嘅 freedom of speech，否則可能引起社會困擾。,0.0357,0.8,./audio/1780.wav
448,學習，無論任何時候，都應該擁有curiosity，喺咁嘅狀態下，你會發現more嘅可能同埋opportunities。,學習，無論任何時候，都應該擁有conditional。喺咁嘅情況下，你會發個more嘅可能同埋opportunities。,0.2203,1.0,./audio/1261.wav
449,"我相信唔論我哋學嘅知識level有幾高，到頭來都要keep learning, 因為學習真係一個lifelong journey。",我相信，唔論我哋學嘅知識 level 咗幾高，到頭來都要 keep learning，因為學習真係一個 lifelong journey。,0.1231,1.5,./audio/158.wav
450,"健身房workout除咗可以幫助我哋build肌肉，佢重有益於我哋嘅bone health。""",網球、健身房、屈膠，除咗可以幫助我哋 build 肌肉，佢仲有益於我哋嘅 bone health。,0.3191,2.5,./audio/1058.wav
451,Me and my friends 喺Festival Walk有個shopping spree，真係好exciting！,me and my friends喺 festival walk，有個 shopping spear，真係好 exciting～,0.1967,1.0,./audio/988.wav
452,"最近我試過一間新開嘅French restaurant, 佢地嘅foie gras真係好rich同creamy，讚得一臉！",最近我試過一間新開嘅French restaurant，佢哋嘅four square真係好rich同creamy，散得一臉。,0.1967,0.75,./audio/841.wav
453,執好個positive attitude，即使面對難題，都會變得輕鬆d。,真好嘅positive attitude，即係面對難題都會變得輕鬆啲。,0.1389,1.0,./audio/634.wav
454,我覺得thrift shopping係一種挺好嘅trend，唔單止可以節省錢，還可以contribute到環保。,我覺得Flip shopping係一種幾好的change，唔單止可以節省錢，還可以contribute到環保。,0.2143,1.0,./audio/516.wav
455,塑膠垃圾在香港嘅waste management問題中佔咗重要角色，大家應該start to use reusable bags，以免地球變嚟變去繼續受到嚴重嘅環境污染。,塑膠垃圾在香港嘅 waste management 問題中佔咗重要角色。大家應該 stop to use reusable bags，以免地球變嚟變去，繼續受到嚴重嘅環境污染。,0.0941,1.0,./audio/1428.wav
456,这个炒面，noodles是Springy and chewy，配上我们的secret sauce，就是lunch time的absolute treat！,這個炒麵，Ludus係Spring Cup and Chuy配上我們店Scrip Cousins，就是 lunch time嘅obesity treat。,0.4935,1.1667,./audio/1747.wav
457,政府應對住房問題积極尋求解决方案，包括興建更多public housing estates。,政府應對住房問題，積極尋找尋解決方案，包括興建人道樸利式後城 estates。,0.4565,0.6667,./audio/597.wav
458,"嗰啲烤章魚丸應該有獎架，嗰個skin crispy chewy，咬落去就有及呢flavor burst, simply the best！",嗰啲烤章魚應該有漲價。嗰個skin crispy chewy，打落去就有及，呢 flavour bust simply the best。,0.1594,0.7143,./audio/195.wav
459,Political instability係香港近年嘅主要問題，我哋需要和解、對話，唔可以再繼續violent protest，否則會影響香港嘅社會秩序同economic development。,Political instability係香港近年嘅主要問題，我哋需要和解對話，唔可以再繼續 violent protests，否則會影響香港嘅社會秩序同 economic development。,0.0408,1.0,./audio/1783.wav
460,Badminton係一種需要high speed而且反應要亦好快嘅sport，你需要keep住高度嘅attention。,跟運動係一種需要high speed，而且反應要好快嘅sport，你需要keep住高強度嘅attention。,0.2,1.0,./audio/869.wav
461,越來越多人无屋可住，我地需要建立一個comprehensive homelessness prevention program。,越來越多人冇何住，我哋需要建立一個comprehensive homelessness prevention programme。,0.0938,0.5,./audio/410.wav
462,我好love上環嘅street food，每次都會食到我well satisfied咁。,我好love上環嘅Street Food，每次都會食到我well satisfied咁。,0.0455,0.6667,./audio/96.wav
463,Solving problem係一部分嘅學習過程，我哋一定要學習點樣face投遇帶來嘅challenges。,Softing cloven係一個學部分嘅學習過程，我哋一定要學習點樣face頭語帶來嘅challenges。,0.2037,1.0,./audio/1000.wav
464,Badminton唔單止提升你嘅agility，亦可以幫助提升你嘅coordination and balance。,Badminton唔單止提升你嘅 agility，亦可以幫助提升你嘅 coordination and finesse。,0.1379,1.3333,./audio/1505.wav
465,我嘅學習style係透過online courses同實際練習相結合，我認為，互聯網提供咗好多學習resources，真係好方便。,我嘅學習style係透過online courses同實際練習相結合。我認為互聯網提供咗好多學習resources，真係好方便。,0.0308,0.5,./audio/156.wav
466,去outlet shopping好似打寶一樣，有時會突然搵到好平嘅designer items，精神上真係好fulfilling。,我會out there shopping，好似打鬥咁，有時會突然揾到好平嘅design items，精神上真係好full feeling。,0.2769,1.6667,./audio/419.wav
467,與其passive learning，不如更加主動去尋找自己感興趣嘅學問。,其passive learning，不如更加主動去尋找自己感興趣嘅學問。,0.027,0.5,./audio/1802.wav
468,我鍾意嘅舞台劇就係‘Phantom of the Opera’，當主角一唱出‘The Music of the Night’我整個人都全身chill！,我中意嘅舞台劇就係《Fantom of the Opera》。當主角一唱出《The Music of the Night》，我整個人都全身超。,0.2,0.375,./audio/477.wav
469,我好鍾意喺家睇Netflix，點播我喜歡嘅TV series或者電影，真係太convenient。,我好中意喺家睇Netflix，點播我喜歡嘅TV series或者電影，真係睇Confidence。嗯。,0.1837,1.0,./audio/1855.wav
470,"'""喺Malaysia嘅Kuala Lumpur，我攞咗好多photos，Petronas Twin Towers真系好dope！""'",係咪李樹啊？其實我攞咗好多photos，Pantheras、Tree Towers真係好多。,0.6269,1.0,./audio/668.wav
471,做HIIT (High Intensity Interval Training) 可以縮短你嘅workout time，但同時keep到高度熱身。,做HIT可以縮短你嘅workout time，但同時keep到高度而身。,0.5205,1.0,./audio/1417.wav
472,Climate change已經影響到本地嘅天氣pattern，係時候我哋需要take action，例如推行sustainable practices，或者鼓勵大眾消費選擇green products。,Climate change 已經影響到本地嘅天氣 patterns，係時候我哋需要 take action，例如推行 sustainable practices，或者鼓勵大眾消費選擇 green products。,0.0588,1.6,./audio/1871.wav
473,喺Japan嘅Tokyo，行過嘅Shibuya crossing，真係一種heart-pumping嘅urban rush！,係著平騎，濤橋行過嘅希伯야 crossing，真係一種 heart pumping 嘅 urban rush。,0.4032,2.3333,./audio/1299.wav
474,天氣話预报tornado，大家要stay safe喔！,天氣話預報：颱風，大家要stay safe。,0.4074,1.0,./audio/447.wav
475,天空好beautiful，有red和orange嘅sunset。,天氣好beautiful，有red or orange嘅新色。,0.3438,3.0,./audio/553.wav
476,下雨就算喇，有咁個nice weather，去park行下圈啦。,太雨就算啦，有咁嘅nice weather去park行下圈啦～,0.1562,1.0,./audio/178.wav
477,我最鍾意嘅TV show係‘Friends’，因為裡面嘅jokes都好搞笑，每次睇都會laugh out loud！,我最中意嘅TV show係《Friends》，因為裡面嘅角色都好搞笑，每次睇都會love love。,0.3103,1.0,./audio/390.wav
478,我鐘意去小型live house聽音樂，感受比大型concert更加intimate，有時我都會帶啲friend一齊去chill。,我中意去小型live house聽音樂，感覺比大型concert更加immersive。有時我都會帶啲friend一齊去。,0.2308,1.0,./audio/578.wav
479,这里的咖啡，strong but balanced，配上香甜的milk foam，让你day start咗！,這裡的咖啡是John Barley配上香甜的Mifflin，讓你低down咗。,0.6852,1.0,./audio/1477.wav
480,OOCL Plaza有好多優質嘅衣服，而且價錢都唔貴，值得一睇！,OOCL Plaza有好多優質嘅衣服，而且價錢都唔貴，值得一睇。,0.0312,0.5,./audio/1706.wav
481,撈生鱼片嘅时候香喷喷嘅seasoning马上make me mouthwatering！,撈生魚片嘅時候，喺兩份嘅司承明晚上搣邊煲watering。,0.6818,1.0,./audio/1287.wav
482,Today天气really凉爽，Outdoor activities好适合哦。,today天氣 really 潮爽， outdoor activity 好適合玩。,0.3077,3.0,./audio/1644.wav
483,一年四季度，我最钟意果就系autumn，心情都好relax。,一年四季度，我最中意過就係 autumn，心情都好relax。,0.1333,2.0,./audio/1023.wav
484,"每日我哋都更新system嘅status,咁樣可以保持我哋嘅work最front line。",每日我哋都更新節神嘅status，咁樣可以保持我哋嘅work最front line。,0.1522,0.5,./audio/820.wav
485,"今晚星空美得Out of this world，Cold night, warm heart嘅感覺真係Good vibes！","今晚星空美得out of this world。Cold night, wind hard嘅感覺，真係good vibe。",0.1774,0.625,./audio/1824.wav
486,Zara嘅clothes我好喜欢，質量不錯又 affordable！,Sarah嘅 clothes 好喜歡，質量不錯又 affordable。,0.1765,2.0,./audio/984.wav
487,我對Zara嘅新一季collection好感興趣，馬上online shopping去選幾件好啲!,我對Sarah新嘅一季collection好感興趣，馬上online shopping去上幾件好啲。,0.102,1.0,./audio/1338.wav
488,"'""UK嘅London既historic sites好吸引，特别系Buckingham Palace同London Bridge，好喜歡！""'",U.K.嘅倫敦嘅Historic西森口吸引，特別係Bankenham Palace同London Bridge好喜歡。,0.4085,0.75,./audio/664.wav
489,最近嘅real estate嘅價格上升，可能導致我哋啲年輕人買不起house，因此我哋需要一個更fair嘅市場。,據認為，real estate嘅價格上升，可能導致我哋啲年輕人買不起house，因此我哋需要一個更fair嘅市場。,0.0714,0.5,./audio/142.wav
490,由於globalization，香港嘅labour market越嚟越competitive，我哋需為即將進入社會嘅young generation提供更好嘅training opportunities。,由於 globalization，香港嘅 labour market 越嚟越 competitive，我哋需為即將進入社會嘅 young generation 提供更好的 training opportunity。,0.1078,2.75,./audio/1516.wav
491,香港有好多talented individuals，但市場上嘅equal opportunities仲未足夠，政府需要俾一個公平競爭嘅environment。,香港有好多tennis individuals，但市場上嘅increases or opportunities仲未足夠，政府需要俾一個公平競爭嘅environment。,0.2025,1.0,./audio/1429.wav
492,我一直都喺following嗰個Youtuber叫‘PewDiePie’，佢既Vlogs又real又funny，我真係好享受欣賞佢嘅channel.,我一路都係following嗰個YouTuber叫Pudipie，佢嘅floss又real又分明，我真係好欣賞佢嘅channel。,0.2838,1.0,./audio/864.wav
493,我都好想要呢對earrings，但實在太over budget，可能要等到優惠先至可以afford。,我都好想要呢對耳環，但係實在太 over budget，可能要等到優惠先至可以 afford。,0.22,2.0,./audio/421.wav
494,"不斷learn新嘅knowledges，創新嘅ideas，噉先可以適應changing的世界。""",不斷更新嘅knowledge，創新嘅ideas，咁先可以適應changing嘅世界。,0.1875,1.0,./audio/636.wav
495,"“週末我好enjoy去的outdoor festival，聽下live music, 享受下太陽同新鮮空氣。”",週末我好enjoy去的歐都 festival，聽下live music，享受下陽光同新鮮空氣。,0.2364,0.75,./audio/1406.wav
496,"我覺得Supermarket係生活小百科，去到就知全部嘢: food, drink, household goods都有得揀。",我覺得Supermarket係生活小百科，去到就知全會嘅Food，Drink，House，Hotel都有得揀。,0.3175,1.0,./audio/799.wav
497,"雖然我唔會太運動，但我好鍾意睇football match, support下我地嘅local team。",雖然我唔會太運動，但係我好中意睇 football matches，suppose下我哋嘅 local team。,0.1887,1.0,./audio/1403.wav
498,我鍾意去outlet shopping，因為你可以用更少嘅錢就get到高品質嘅產品。,我個 friend 成日都喺 shopping mall 過買嘢食，佢話嗰個環境好 relax，仲可以邊 shopping 边享受美食。,1.2857,4.5,./audio/615.wav
499,我喺Spain做road trip，要去嘅cities同beaches都太many呀!,我喺邊度？ road trip要去嘅city，同 beaches 都太many啊！,0.3256,2.5,./audio/294.wav
